content,score,at,content_bersih
bagaimana kita mendapatkan informasi utk wkt keberangkatan sehingga kita tau jadwalnya bis. apakah rute utk dr Unesa ke ITS saja?? sedangkan didlm perumahan pakuwon city ada kampus unika Widya Mandala juga?? tolong spy bs rute kampus yg sejln bs dipertimbangkan utk ditambahkan. terima kasih sebelumnya .,5,2019-04-12 11:42:17,bagaimana dapat informasi utk wkt berangkat kita tau jadwal bis rute utk dr unesa its sedang didlm rumah pakuwon city kampus unika widya mandala tolong spy bs rute kampus yg sejln bs timbang utk tambah terima kasih belum
nggak lengkap.jadwal nya,2,2019-04-08 10:38:52,lengkapjadwal nya
kok kadang eror se,5,2019-04-07 10:36:54,kok kadang eror se
top markotop,5,2019-04-05 19:32:25,top markotop
"driver yg baru2 kurang ramah, mhn info jam terakhir dr bungurasih katanya jam 9 malam nyatanya jam 20.30 terakhir keberangkatan",1,2019-04-02 21:12:32,driver yg baru kurang ramah mhn info jam akhir dr bungurasih kata jam malam nyata jam akhir berangkat
sangat bagus dan menyenangkan,5,2019-03-30 07:57:13,sangat bagus senang
menyenangkan,5,2019-03-28 15:35:58,senang
Bagus..,5,2019-03-23 15:37:07,bagus
kenapa gak keluar rutenya cuma warna biru saja.sudah saya unistal trs saya instal lagi masih gk keluar hanya layar biru.mohon di perbaiki karna GOBIS sangat membantu masyarakat,1,2019-03-22 21:33:27,gak keluar rute cuma warna biru sajasudah unistal trs instal masih gk keluar layar birumohon baik karna gob sangat bantu masyarakat
bagus,5,2019-03-20 07:39:20,bagus
update di ios dong,5,2019-03-18 20:12:53,update ios dong
Aplikasi sangat bagus. Saran saya di aplikasi dapat ditambahkan: 1) syarat/ tata cara penggunaan suroboyo bus. 2) schedule perkiraan bus akan sampai di setiap halte. 3) point2 lokasi tempat wisata dicantumkan di setiap koridor perjalanan bus. untuk memudahkan warga yang ingin wisata sekalian ingin merasakan naik suroboyo bus . mudah2an sukses suroboyo busnya.,4,2019-03-16 22:02:42,aplikasi sangat bagus saran aplikasi tambah syarat tata cara guna suroboyo bus schedule kira bus sampai tiap halte point lokasi tempat wisata cantum di tiap koridor jalan bus mudah warga wisata sekali ingin rasa naik suroboyo bus mudah sukses suroboyo bus
Akurasi waktu kedatangan tiap halte nggak ada.,3,2019-03-15 11:09:59,akurasi waktu datang tiap halte ada
sangat Membantu,5,2019-03-14 06:01:10,sangat bantu
sangat beguna skli bagi msyarakat sby. klu bsa ditmbah lagi rutenya biar masyarakat sby dan skitarnya tau dan mngenal SB sby trima kasih,5,2019-03-10 17:58:21,sangat beguna skli msyarakat sby klu bsa ditmbah rute biar masyarakat sby skitarnya tau mngenal sb sby trima kasih
"Harusnya ada info/tanda jika bis tidak jalan atau jam nya sudah habis, jadi ga nunggu sia sia. Sering terlihat di maps bis nya ada tapi ga jalan jalan.",4,2019-03-07 20:15:04,harus infotanda bis jalan jam nya habis jadi ga nunggu sia sia sering lihat maps bis nya tapi ga jalan jalan
"semenjak auto-update tgl 26 feb 2019.. map dan posisi bus tdk muncul blas.. so, ndk bisa dipake lagi",1,2019-03-04 20:29:51,semenjak autoupdate tgl feb map posisi bus tdk muncul blas so ndk dipake
"semoga di jalankan terus dan di pertambah jalurnya ama bisnya, the best dah semoga orang mulai menikmati angkutan umum yang ada",5,2019-03-01 16:48:03,moga jalan terus di tambah jalur ama bis the best dah moga orang mulai nikmat angkut umum ada
posisi bus hilang setelah update sedihhh,1,2019-02-27 12:29:28,posisi bus hilang update sedihhh
ayo naik bis,5,2019-02-27 09:54:16,ayo naik bis
sangat membantu,5,2019-02-24 12:04:45,sangat bantu
saya dan keluarga merasa senang dengan bus suboyo ..ini ...petugasnya ramah ...dan sopan ..jiadi favorid anak anak saya trimakasih,5,2019-02-23 21:44:30,keluarga rasa senang bus suboyo tugas ramah dan sopan jiadi favorid anak anak trimakasih
tolong info bis kota sama mikroletnya juga ditambahin dong,5,2019-02-22 14:05:03,info bis kota sama mikrolet ditambahin dong
"mungkin lebih baik di update waktu kedatangan supaya orang tidak menunggu terlalu lama di halte, karena hanya melihat gambar bus yg bergerak di peta.",4,2019-02-21 23:40:00,mungkin lebih baik update waktu datang orang tunggu terlalu lama halte hanya lihat gambar bus yg gerak peta
Aplikasinya tak seperti TRANSJAKARTA yang akurat sekali...,1,2019-02-19 15:43:47,aplikasi tak transjakarta akurat sekali
siip banget,5,2019-02-13 14:33:06,siip banget
bus tidak muncul di rute go bus,1,2019-02-11 15:42:33,bus muncul rute go bus
Jelek,1,2019-02-11 14:24:08,jelek
bagus,5,2019-02-10 19:09:25,bagus
"sy diturunkan di pinggir jln. dengan alasan bis akan balek ke garasi, kesalahan sopir tdk bilang trayeknya kemana. sy diturunkan pinggir jln. sy bawa banyak ank kecil mohon unk pengawas dan sopir lebih mengerti sedikit keadaan penumpangnya !!!",1,2019-02-09 21:27:30,sy turun pinggir jln alas bis balek garasi salah sopir tdk bilang trayek sy turun pinggir jln sy bawa banyak ank kecil mohon unk awas sopir lebih erti sedikit ada tumpang
sangat membantu,5,2019-02-07 13:07:25,sangat bantu
hmmm..cb kalu jg di tampilkan jadwal keberangkatan bus Gobis.penumpng jadi bisa kalkulasi keberngktan bus.maju terus bu Risma dan kota Surabaya,4,2019-02-05 09:37:41,hmmmcb kalu jg tampil jadwal berangkat bus gobispenumpng jadi kalkulasi keberngktan busmaju terus bu risma kota surabaya
"map nya tiba"" ga bisa sinkron. tolong dong dishub mapnya diupdate bisar bisa liat posisi bus nya di mana...(padahal dah pembaruan map ma aplikasi trnyata tetep gak ngaruh) 😑",2,2019-02-04 14:31:25,map nya tiba ga sinkron dong dishub map diupdate bisar liat posisi bus nya manapadahal dah baru map ma aplikasi trnyata tetep gak ngaruh
"app ga bisa update dgan gmap, Disbub mohon update ya app sd bgus lbih bgus lg kl sprti grab dan gojek, jd kita tw posisi bus brada d titik mn trima kasih",4,2019-02-03 08:55:18,app ga update dgan gmap disbub mohon update app sd bgus lbih bgus lg kl sprti grab gojek jd tw posisi bus brada d titik mn trima kasih
lokasi bus tidak muncul di map.,1,2019-02-01 16:54:08,lokasi bus muncul map
kurang simple.stiap tempat pemberhentian baiknya dicantumkan,3,2019-01-31 17:27:50,kurang simplestiap tempat henti baik cantum
bagus,5,2019-01-30 20:26:43,bagus
"mantab, semoga tetap terjaga keadaan seperti sekarang ini., dan untuk kedepannya di tambah lg aplikasi untuk memberi tau penumpang, apa bus penuh apa sedikit penumpangnya. terkadang kendala kemacetan mmng, apa lagi kalau habis hujan. lain ok deeeh.👍🏽",5,2019-01-30 18:32:32,mantab moga tetap jaga ada sekarang dan depan tambah lg aplikasi beri tau tumpang apa bus penuh apa sedikit tumpang terkadang kendala macet mmng apa kalau habis hujan ok deeeh
tidak banyak membantu utk cari busnya,4,2019-01-30 12:36:19,banyak bantu utk cari bus
sipp deh,5,2019-01-28 13:50:06,sipp deh
Petugas bis nya lumayan tegas. Tp kurang senyum & ngga ramah.,3,2019-01-28 11:48:56,tugas bis nya lumayan tegas tp kurang senyum ngga ramah
Hanya ada di Surabaya bayar ongkos bus pakai sampah. Terimakasih Ibu Risma. Hanya petugas busnya saya lihat kurang ramah. Terlalu banyak pertanyaan. Kalau sudah ada kupon ya harusnya naik sj dan tinggal diinfo Bus nya jurusan kemana.,5,2019-01-27 16:46:29,ada surabaya bayar ongkos bus pakai sampah terimakasih ibu risma tugas bus lihat kurang ramah terlalu banyak tanya kalau ada kupon harus naik sj tinggal info bus nya jurus
sangat membantu,5,2019-01-26 18:15:14,sangat bantu
tidak suport dengan google map tampilan peta nya jadi modus malam,4,2019-01-25 04:42:24,suport google map tampil peta nya jadi modus malam
sangat membantu,5,2019-01-24 17:31:58,sangat bantu
klo kemaleman jam 19.30 tdk mau berhenti,3,2019-01-24 06:54:16,klo maleman jam tdk mau henti
banyak error nya,2,2019-01-22 14:33:13,banyak error nya
"tolong di cantumkan sampai hari apa dan jam berapa saja,, terima kasih",1,2019-01-19 07:23:18,di cantum hari apa jam berapa terima kasih
Good Service,5,2019-01-17 18:14:31,good service
kok di aplikasinya tidak bisa memuat layanan google maps dengan benar. gimana ya?? saya gabisa tau dimana letak bus nya,1,2019-01-17 12:06:51,kok aplikasi bisa muat layan google maps benar gimana saya gabisa tau letak bus nya
"beberapa hr tidak menampakkan posisi bus merah, dan ini jarak tgu sangat lama pada malam hari saya tgu selasa 15 jan 19. padahal secara info dpt tambahan 10 dab mmg tdk beroperasi semua. Nah saat saya ketik bus merah bus kuning tdk ada. saya ketik ini pukul 20.02 .30 menit sdh kemana tuh tdk terdetek. mohon dapat diperhatikan. trma kasih",1,2019-01-15 20:02:58,beberapa hr tampak posisi bus merah jarak tgu sangat lama malam hari tgu selasa jan padahal info dpt tambah dab mmg tdk operasi semua nah saya ketik bus merah bus kuning tdk saya ketik ini pukul menit sdh tuh tdk terdetek mohon perhati trma kasih
kok beberapa hari ini tidak terdeteksi ya bis nya ... tapi tetep okelah ...,3,2019-01-15 14:50:00,kok beberapa hari tidak deteksi bis nya tetep oke
"Tolong ditambahkan informasi mengenai estimasi waktu keberangkatan dari ITS, UNESA, JEMBATAN MERAH, dan BUNGURASIH",3,2019-01-14 18:34:43,tambah informasi kena estimasi waktu berangkat its unesa jembatan merah bungurasih
Mas ini sy nunggu hampir 1 jam kok gaada yg lewat ya :(,2,2019-01-12 14:07:05,mas sy nunggu hampir jam kok gaada yg lewat
"tolong diberikan jam datangnya, bus yg diapps tidak sesuai dengan yg di jalan, saya pernah melihat bus di unesa tp di appsnya tidak ada bus yg diunesa. Terima kasih :)",2,2019-01-12 11:44:28,beri jam datang bus yg diapps sesuai yg jalan pernah lihat bus unesa tp appsnya ada bus yg diunesa terima kasih
untuk tambahan armada yg baru... kayaknya belum terlihat dari aplikasi yaaaa????,5,2019-01-10 12:08:03,tambah armada yg baru kayak lihat aplikasi yaaaa
"Saran, aplikasinya ditambahkan kuota orang yang sudah masuk bisa dilihat... Jadi orang yang menunggu di halte bisa melihat busnya masih bisa dinaiki atau sudah penuh",5,2019-01-02 05:26:31,saran aplikasi tambah kuota orang sudah masuk lihat jadi orang tunggu halte lihat bus bisa naik sudah penuh
Baca ..langsung install ...OK BANGET,5,2018-12-30 16:05:01,baca langsung install banget
saran saja..mungkin bisa ditambahkan informasi tarif untuk masing2 transportasi..terima kasih,5,2018-12-29 06:36:10,saran sajamungkin tambah informasi tarif masing transportasiterima kasih
belum ada jam jadwal keberangkatannya...,3,2018-12-26 10:24:00,ada jam jadwal berangkat
kalau mau naik itu harus bawa botol atau bagaimana buat alat pembayaranya,4,2018-12-24 21:19:45,kalau mau naik harus bawa botol bagaimana buat alat pembayaranya
"nunggunya lama banget pernah sejam an, gak jelas jadwal jam berapa aja",2,2018-12-24 14:04:15,nunggunya lama banget pernah jam an gak jelas jadwal jam berapa aja
"armadanya di tambahin, masa nunggu harus 2 jam",3,2018-12-20 16:37:24,armada tambahin masa nunggu jam
aplikasi mantap....semoga semakin maju dan nyaman moda transportasi disurabaya,5,2018-12-18 20:16:54,aplikasi mantapsemoga makin maju nyaman moda transportasi disurabaya
wkwk app,1,2018-12-18 14:54:59,wkwk app
"Masih banyak Bug nya, over all it's okay",5,2018-12-09 18:57:08,banyak bug nya over all its okay
"Aplikasi tidak sesuai espektasi. Jika aplikasi ini bisa digunakan dengan baik akan sangat menguntungkan. Mohon untuk diperbaiki, kami akan menunggu",2,2018-12-09 05:24:12,aplikasi sesuai espektasi aplikasi bisa guna baik sangat untung mohon baik akan tunggu
"Ternyata posisi bisnya kurang akurat. Benar2 diharapkan kedepannya bisa lebih akurat posisi bisnya. Dan kalau bisa, dilampirkan jadwal pasti dari keberangkatan bisnya. Matur suwun atas inovasi bergunanya 👍",5,2018-12-05 06:42:05,nyata posisi bis kurang akurat benar harap depan lebih akurat posisi bis kalau lampir jadwal dari berangkat bis matur suwun atas inovasi guna
Aplikasinya baguss bangettt...😊😊😊😊😊,5,2018-12-02 07:08:21,aplikasi baguss bangettt
Nunggunya lama pake bangettttt 1 jam ga jalan jalan bikin org males,3,2018-11-24 13:49:30,nunggunya lama pake bangettttt jam ga jalan jalan bikin org males
Kalo.pakai aplikasih ini saya bisa pesan bus merah surabaya dengan gampang dan online terimakasih DISHUB KOTA SURABAYA,5,2018-11-22 20:45:21,kalopakai aplikasih saya pesan bus merah surabaya gampang online terimakasih dishub kota surabaya
Mantappppppp,5,2018-11-19 06:46:02,mantappppppp
"Lokasi bis hanya bisa dilihat kalau sudah berada di jalur. Kalau diluar jalur tdk bisa, padahal butuh buat perkiraan waktu dr rumah ke halte terdekat. Jadi tidak usah menunggu lama. Pernah sudah nunggu lama di halte ternyata bus penuh dan tdk boleh naik. 🤔",3,2018-11-18 14:32:43,lokasi bis lihat kalau ada jalur kalau luar jalur tdk bisa padahal butuh buat kira waktu dr rumah halte dekat jadi usah tunggu lama pernah nunggu lama halte nyata bus penuh tdk naik
Maps kurang akurat.. Mohon dibenerin terlebih dahulu,3,2018-11-14 16:37:12,maps kurang akurat mohon dibenerin lebih
Ini gobis naiknya pakai botol atau uang,3,2018-11-12 17:25:18,gob naik pakai botol uang
"Untuk jalur unesa its nunggu hingga 1jam lbh, gak ada jadwal pasti. Jadi kadang terlambat kuliah. Jadi se enak bisnya kpn mau brangkat",3,2018-11-09 13:57:39,jalur unesa its nunggu hingga jam lbh gak jadwal jadi kadang lambat kuliah jadi se enak bis kpn mau brangkat
Kenapa Aplikasinya sering tidak jalan sesuai.,1,2018-10-28 15:18:43,aplikasi sering jalan sesuai
Tingkatkan gps,5,2018-10-28 06:06:43,tingkat gps
"lah selalu ada tulisan ""halaman ini tidak dapat memuat googpe maps dengan benar"" padahal selalu update hmm",4,2018-10-24 09:59:26,lah selalu tulis halaman tidak muat googpe maps benar padahal selalu update hmm
"Wess apik,tapi bis e kyk e kurang ngenteni 20 menit, yolek kene gowo pacar enak onok seng dijak ngoomong,sakno seng jomblo min 😭😭",4,2018-10-24 06:15:13,wess apiktapi bis e kyk e kurang ngenteni menit yolek kene gowo pacar enak onok seng dijak ngoomongsakno seng jomblo min
Kalo hari minggu gag berfungsi,5,2018-10-21 18:09:10,kalo hari minggu gag fungsi
"Sudah dicoba dibebepara smartphone dengan card yg berbeda"" tetap error.. mohon perbaiki lg",2,2018-10-21 10:29:58,coba dibebepara smartphone card yg beda tetap error mohon baik lg
"Tolong diperbarui maneh, rodok eror aplikasi, gak menyatu karo google maps",3,2018-10-19 17:52:55,baru maneh rodok eror aplikasi gak satu karo google maps
Kenapa tidak kerjasama dengan Trafi saja seperti TransJakarta. Interface aplikasi Trafi lebih bagus dan mudah dilihat.,3,2018-10-19 15:24:47,tidak kerjasama trafi seperti transjakarta interface aplikasi trafi lebih bagus mudah lihat
Sangat bagus. Cuman kalau dilacak di aplikasi bus terdekat yg nampil selalu bis SB03,5,2018-10-19 12:55:23,sangat bagus cuman kalau lacak aplikasi bus dekat yg nampil selalu bis sb
Aplikasi ini sangat bermanfaat,5,2018-10-18 06:04:26,aplikasi sangat manfaat
sering ga jalan aplikasinya,2,2018-10-17 18:05:44,sering ga jalan aplikasi
"Bagus sih...tp sayang cari bus terdekat gak muncul""...gak ada jwdl juga...tlog diperbaiki lg apk nya",2,2018-10-17 05:19:03,bagus sihtp sayang cari bus dekat gak munculgak jwdl jugatlog baik lg apk nya
Tolong tambahkah jadwal ditiap halte..,4,2018-10-16 20:34:27,tambah jadwal tiap halte
"Sekarang malah gak sinkron sama jalur busnya, di pencet jurusan mana, yang muncul jurusan yang mana",2,2018-10-15 18:12:42,sekarang malah gak sinkron sama jalur bus pencet jurus mana muncul jurus mana
Kok gak bisa singkron sama geogel nao,5,2018-10-14 16:25:43,kok gak singkron sama geogel nao
Manajemennya saat banyak calon penumpang kurang baik,1,2018-10-14 11:59:31,manajemen banyak calon tumpang kurang baik
Di update teros tak kei jempol full budhe,3,2018-10-06 21:37:43,update ros tak kei jempol full budhe
jos,5,2018-10-05 12:22:42,jos
"sangat membantu untuk mengurangi kemacetan, sayamg armadanya kurang,",5,2018-10-04 22:19:15,sangat bantu kurang macet sayamg armada kurang
Di tunggu pengembangan yang lebih baik lagi,5,2018-10-04 22:14:16,tunggu kembang lebih baik
Jika anda bingung menyusuri kota Surabaya tapi tidak tahu menggunakan kendaraan apa maka cobalah menaiki BusSuroboyo ini.,5,2018-10-04 22:01:58,anda bingung susur kota surabaya tidak tahu guna kendara apa coba naik bussuroboyo
Kalau untuk warga ktp non sby gmn min? Apakah bsa,4,2018-10-04 13:31:31,kalau warga ktp non sby gmn min bsa
Suka,5,2018-10-04 09:43:35,suka
Aplikasi keren. Bisa tracking Suroboyo Bus. Dilengkapi dengan rute-rute transportasi umum di Surabaya serta tempat-tempat wisata di Surabaya,5,2018-10-01 23:33:09,aplikasi keren tracking suroboyo bus lengkap ruterute transportasi umum surabaya tempattempat wisata surabaya
Bis e kesuweeeeeennnnn,5,2018-09-28 20:13:14,bis e kesuweeeeeennnnn
Jelek,1,2018-09-24 11:05:02,jelek
"Mau ngasih masukan : Bilamana bus surabaya sudah penuh , tolong dikasih info di aplikasi agak penumpang bisa tahu. Kejadian kepada saya udah menunggu lama terus bus nya penuh dan saya tidak diperbolehkan naik... Sukses Buat soroboyobus",3,2018-09-22 16:14:56,mau ngasih masuk bilamana bus surabaya penuh kasih info aplikasi tumpang tahu jadi saya udah tunggu lama terus bus nya penuh saya boleh naik sukses buat soroboyobus
"Ini buat apa aplikasi nya? Lihat jalur aja? Gak informatif, jadwal juga dimana? Harga juga gak ada. Gak ada bantu2 nya nih apps. Kalo jalur mah liat di IG aslisurabaya juga ada LoL",1,2018-09-19 07:12:41,buat apa aplikasi nya lihat jalur aja gak informatif jadwal mana harga gak gak bantu nya nih apps kalo jalur mah liat ig aslisurabaya ada lol
Good,5,2018-09-17 13:48:52,good
Sangat membantu terima kasih..,5,2018-09-16 10:22:59,sangat bantu terima kasih
"Siapa pun tlg ksh tau aku gmn caranya pake aplikasi ini.. hub id line = ernymay1151 makasih🙏, sumpah aku g tau caranya 😭",5,2018-09-15 16:56:05,siapa tlg ksh tau aku gmn cara pake aplikasi hub id line ernymay makasih sumpah aku g tau cara
Sangat ideal,5,2018-09-15 16:49:06,sangat ideal
Update jalur nya beda ya buat Unesa dan ITS. Malah itu jalurnya Purabaya gt. Nunggu nya jadi lama gak jelas. Update lagi dong,5,2018-09-11 10:37:24,update jalur nya beda buat unesa its malah jalur purabaya gt nunggu nya jadi lama gak jelas update dong
Mantab,4,2018-09-10 17:01:16,mantab
Ditunggu tracking rute barat timur,5,2018-09-10 16:43:52,tunggu tracking rute barat timur
"Aplikasinya uda bagus, hampir sama sprti Flightradar24. Utk AKURASI POSISI BIS dan JENIS BIS mohon ditingkatkan lagi biar setara Flightradar24. Jadi kalo nunggu bis enak bisa tau posisi bisnya secara presisi dan jenis bisnya ap? bis tingkat atau bukan? Biar setara flightradar24 gitu lah..",4,2018-09-10 05:33:23,aplikasi uda bagus hampir sama sprti flightradar utk akurasi posisi bis jenis bis mohon tingkat biar tara flightradar jadi kalo nunggu bis enak tau posisi bis presisi jenis bis ap bis tingkat bukan biar tara flightradar gitu lah
