Nama_User,Rating,Tanggal,Ulasan,Ulasan_Bersih
Pengguna Google,5,2019-01-30 18:32:32,"mantab, semoga tetap terjaga keadaan seperti sekarang ini., dan untuk kedepannya di tambah lg aplikasi untuk memberi tau penumpang, apa bus penuh apa sedikit penumpangnya. terkadang kendala kemacetan mmng, apa lagi kalau habis hujan. lain ok deeeh.👍🏽",mantab semoga tetap terjaga keadaan seperti sekarang ini dan untuk kedepannya di tambah lg aplikasi untuk memberi tau penumpang apa bus penuh apa sedikit penumpangnya terkadang kendala kemacetan mmng apa lagi kalau habis hujan lain ok deeeh
Pengguna Google,4,2019-01-30 12:36:19,tidak banyak membantu utk cari busnya,tidak banyak membantu utk cari busnya
Pengguna Google,5,2019-01-28 13:50:06,sipp deh,sipp deh
Pengguna Google,3,2019-01-28 11:48:56,Petugas bis nya lumayan tegas. Tp kurang senyum & ngga ramah.,petugas bis nya lumayan tegas tp kurang senyum ngga ramah
Pengguna Google,5,2019-01-27 16:46:29,Hanya ada di Surabaya bayar ongkos bus pakai sampah. Terimakasih Ibu Risma. Hanya petugas busnya saya lihat kurang ramah. Terlalu banyak pertanyaan. Kalau sudah ada kupon ya harusnya naik sj dan tinggal diinfo Bus nya jurusan kemana.,hanya ada di surabaya bayar ongkos bus pakai sampah terimakasih ibu risma hanya petugas busnya saya lihat kurang ramah terlalu banyak pertanyaan kalau sudah ada kupon ya harusnya naik sj dan tinggal diinfo bus nya jurusan kemana
Pengguna Google,5,2019-01-26 18:15:14,sangat membantu,sangat membantu
Pengguna Google,4,2019-01-25 04:42:24,tidak suport dengan google map tampilan peta nya jadi modus malam,tidak suport dengan google map tampilan peta nya jadi modus malam
Pengguna Google,5,2019-01-24 17:31:58,sangat membantu,sangat membantu
Pengguna Google,3,2019-01-24 06:54:16,klo kemaleman jam 19.30 tdk mau berhenti,klo kemaleman jam tdk mau berhenti
Pengguna Google,2,2019-01-22 14:33:13,banyak error nya,banyak error nya
Pengguna Google,1,2019-01-19 07:23:18,"tolong di cantumkan sampai hari apa dan jam berapa saja,, terima kasih",tolong di cantumkan sampai hari apa dan jam berapa saja terima kasih
Pengguna Google,5,2019-01-17 18:14:31,Good Service,good service
Pengguna Google,1,2019-01-17 12:06:51,kok di aplikasinya tidak bisa memuat layanan google maps dengan benar. gimana ya?? saya gabisa tau dimana letak bus nya,kok di aplikasinya tidak bisa memuat layanan google maps dengan benar gimana ya saya gabisa tau dimana letak bus nya
Pengguna Google,1,2019-01-15 20:02:58,"beberapa hr tidak menampakkan posisi bus merah, dan ini jarak tgu sangat lama pada malam hari saya tgu selasa 15 jan 19. padahal secara info dpt tambahan 10 dab mmg tdk beroperasi semua. Nah saat saya ketik bus merah bus kuning tdk ada. saya ketik ini pukul 20.02 .30 menit sdh kemana tuh tdk terdetek. mohon dapat diperhatikan. trma kasih",beberapa hr tidak menampakkan posisi bus merah dan ini jarak tgu sangat lama pada malam hari saya tgu selasa jan padahal secara info dpt tambahan dab mmg tdk beroperasi semua nah saat saya ketik bus merah bus kuning tdk ada saya ketik ini pukul menit sdh kemana tuh tdk terdetek mohon dapat diperhatikan trma kasih
Pengguna Google,3,2019-01-15 14:50:00,kok beberapa hari ini tidak terdeteksi ya bis nya ... tapi tetep okelah ...,kok beberapa hari ini tidak terdeteksi ya bis nya tapi tetep okelah
Pengguna Google,3,2019-01-14 18:34:43,"Tolong ditambahkan informasi mengenai estimasi waktu keberangkatan dari ITS, UNESA, JEMBATAN MERAH, dan BUNGURASIH",tolong ditambahkan informasi mengenai estimasi waktu keberangkatan dari its unesa jembatan merah dan bungurasih
Pengguna Google,2,2019-01-12 14:07:05,Mas ini sy nunggu hampir 1 jam kok gaada yg lewat ya :(,mas ini sy nunggu hampir jam kok gaada yg lewat ya
Pengguna Google,2,2019-01-12 11:44:28,"tolong diberikan jam datangnya, bus yg diapps tidak sesuai dengan yg di jalan, saya pernah melihat bus di unesa tp di appsnya tidak ada bus yg diunesa. Terima kasih :)",tolong diberikan jam datangnya bus yg diapps tidak sesuai dengan yg di jalan saya pernah melihat bus di unesa tp di appsnya tidak ada bus yg diunesa terima kasih
Pengguna Google,5,2019-01-10 12:08:03,untuk tambahan armada yg baru... kayaknya belum terlihat dari aplikasi yaaaa????,untuk tambahan armada yg baru kayaknya belum terlihat dari aplikasi yaaaa
Pengguna Google,5,2019-01-02 05:26:31,"Saran, aplikasinya ditambahkan kuota orang yang sudah masuk bisa dilihat... Jadi orang yang menunggu di halte bisa melihat busnya masih bisa dinaiki atau sudah penuh",saran aplikasinya ditambahkan kuota orang yang sudah masuk bisa dilihat jadi orang yang menunggu di halte bisa melihat busnya masih bisa dinaiki atau sudah penuh
Pengguna Google,5,2018-12-30 16:05:01,Baca ..langsung install ...OK BANGET,baca langsung install ok banget
Pengguna Google,5,2018-12-29 06:36:10,saran saja..mungkin bisa ditambahkan informasi tarif untuk masing2 transportasi..terima kasih,saran saja mungkin bisa ditambahkan informasi tarif untuk masing transportasi terima kasih
Pengguna Google,3,2018-12-26 10:24:00,belum ada jam jadwal keberangkatannya...,belum ada jam jadwal keberangkatannya
Pengguna Google,4,2018-12-24 21:19:45,kalau mau naik itu harus bawa botol atau bagaimana buat alat pembayaranya,kalau mau naik itu harus bawa botol atau bagaimana buat alat pembayaranya
Pengguna Google,2,2018-12-24 14:04:15,"nunggunya lama banget pernah sejam an, gak jelas jadwal jam berapa aja",nunggunya lama banget pernah sejam an gak jelas jadwal jam berapa aja
Pengguna Google,3,2018-12-20 16:37:24,"armadanya di tambahin, masa nunggu harus 2 jam",armadanya di tambahin masa nunggu harus jam
Pengguna Google,5,2018-12-18 20:16:54,aplikasi mantap....semoga semakin maju dan nyaman moda transportasi disurabaya,aplikasi mantap semoga semakin maju dan nyaman moda transportasi disurabaya
Pengguna Google,1,2018-12-18 14:54:59,wkwk app,wkwk app
Pengguna Google,5,2018-12-09 18:57:08,"Masih banyak Bug nya, over all it's okay",masih banyak bug nya over all it s okay
Pengguna Google,2,2018-12-09 05:24:12,"Aplikasi tidak sesuai espektasi. Jika aplikasi ini bisa digunakan dengan baik akan sangat menguntungkan. Mohon untuk diperbaiki, kami akan menunggu",aplikasi tidak sesuai espektasi jika aplikasi ini bisa digunakan dengan baik akan sangat menguntungkan mohon untuk diperbaiki kami akan menunggu
Pengguna Google,5,2018-12-05 06:42:05,"Ternyata posisi bisnya kurang akurat. Benar2 diharapkan kedepannya bisa lebih akurat posisi bisnya. Dan kalau bisa, dilampirkan jadwal pasti dari keberangkatan bisnya. Matur suwun atas inovasi bergunanya 👍",ternyata posisi bisnya kurang akurat benar diharapkan kedepannya bisa lebih akurat posisi bisnya dan kalau bisa dilampirkan jadwal pasti dari keberangkatan bisnya matur suwun atas inovasi bergunanya
Pengguna Google,5,2018-12-02 07:08:21,Aplikasinya baguss bangettt...😊😊😊😊😊,aplikasinya baguss bangettt
Pengguna Google,3,2018-11-24 13:49:30,Nunggunya lama pake bangettttt 1 jam ga jalan jalan bikin org males,nunggunya lama pake bangettttt jam ga jalan jalan bikin org males
Pengguna Google,5,2018-11-22 20:45:21,Kalo.pakai aplikasih ini saya bisa pesan bus merah surabaya dengan gampang dan online terimakasih DISHUB KOTA SURABAYA,kalo pakai aplikasih ini saya bisa pesan bus merah surabaya dengan gampang dan online terimakasih dishub kota surabaya
Pengguna Google,5,2018-11-19 06:46:02,Mantappppppp,mantappppppp
Pengguna Google,3,2018-11-18 14:32:43,"Lokasi bis hanya bisa dilihat kalau sudah berada di jalur. Kalau diluar jalur tdk bisa, padahal butuh buat perkiraan waktu dr rumah ke halte terdekat. Jadi tidak usah menunggu lama. Pernah sudah nunggu lama di halte ternyata bus penuh dan tdk boleh naik. 🤔",lokasi bis hanya bisa dilihat kalau sudah berada di jalur kalau diluar jalur tdk bisa padahal butuh buat perkiraan waktu dr rumah ke halte terdekat jadi tidak usah menunggu lama pernah sudah nunggu lama di halte ternyata bus penuh dan tdk boleh naik
Pengguna Google,3,2018-11-14 16:37:12,Maps kurang akurat.. Mohon dibenerin terlebih dahulu,maps kurang akurat mohon dibenerin terlebih dahulu
Pengguna Google,3,2018-11-12 17:25:18,Ini gobis naiknya pakai botol atau uang,ini gobis naiknya pakai botol atau uang
Pengguna Google,3,2018-11-09 13:57:39,"Untuk jalur unesa its nunggu hingga 1jam lbh, gak ada jadwal pasti. Jadi kadang terlambat kuliah. Jadi se enak bisnya kpn mau brangkat",untuk jalur unesa its nunggu hingga jam lbh gak ada jadwal pasti jadi kadang terlambat kuliah jadi se enak bisnya kpn mau brangkat
Pengguna Google,1,2018-10-28 15:18:43,Kenapa Aplikasinya sering tidak jalan sesuai.,kenapa aplikasinya sering tidak jalan sesuai
Pengguna Google,5,2018-10-28 06:06:43,Tingkatkan gps,tingkatkan gps
Pengguna Google,4,2018-10-24 09:59:26,"lah selalu ada tulisan ""halaman ini tidak dapat memuat googpe maps dengan benar"" padahal selalu update hmm",lah selalu ada tulisan halaman ini tidak dapat memuat googpe maps dengan benar padahal selalu update hmm
Pengguna Google,4,2018-10-24 06:15:13,"Wess apik,tapi bis e kyk e kurang ngenteni 20 menit, yolek kene gowo pacar enak onok seng dijak ngoomong,sakno seng jomblo min 😭😭",wess apik tapi bis e kyk e kurang ngenteni menit yolek kene gowo pacar enak onok seng dijak ngoomong sakno seng jomblo min
Pengguna Google,5,2018-10-21 18:09:10,Kalo hari minggu gag berfungsi,kalo hari minggu gag berfungsi
Pengguna Google,2,2018-10-21 10:29:58,"Sudah dicoba dibebepara smartphone dengan card yg berbeda"" tetap error.. mohon perbaiki lg",sudah dicoba dibebepara smartphone dengan card yg berbeda tetap error mohon perbaiki lg
Pengguna Google,3,2018-10-19 17:52:55,"Tolong diperbarui maneh, rodok eror aplikasi, gak menyatu karo google maps",tolong diperbarui maneh rodok eror aplikasi gak menyatu karo google maps
Pengguna Google,3,2018-10-19 15:24:47,Kenapa tidak kerjasama dengan Trafi saja seperti TransJakarta. Interface aplikasi Trafi lebih bagus dan mudah dilihat.,kenapa tidak kerjasama dengan trafi saja seperti transjakarta interface aplikasi trafi lebih bagus dan mudah dilihat
Pengguna Google,5,2018-10-19 12:55:23,Sangat bagus. Cuman kalau dilacak di aplikasi bus terdekat yg nampil selalu bis SB03,sangat bagus cuman kalau dilacak di aplikasi bus terdekat yg nampil selalu bis sb
Pengguna Google,5,2018-10-18 06:04:26,Aplikasi ini sangat bermanfaat,aplikasi ini sangat bermanfaat
Pengguna Google,2,2018-10-17 18:05:44,sering ga jalan aplikasinya,sering ga jalan aplikasinya
Pengguna Google,2,2018-10-17 05:19:03,"Bagus sih...tp sayang cari bus terdekat gak muncul""...gak ada jwdl juga...tlog diperbaiki lg apk nya",bagus sih tp sayang cari bus terdekat gak muncul gak ada jwdl juga tlog diperbaiki lg apk nya
Pengguna Google,4,2018-10-16 20:34:27,Tolong tambahkah jadwal ditiap halte..,tolong tambahkah jadwal ditiap halte
Pengguna Google,2,2018-10-15 18:12:42,"Sekarang malah gak sinkron sama jalur busnya, di pencet jurusan mana, yang muncul jurusan yang mana",sekarang malah gak sinkron sama jalur busnya di pencet jurusan mana yang muncul jurusan yang mana
Pengguna Google,5,2018-10-14 16:25:43,Kok gak bisa singkron sama geogel nao,kok gak bisa singkron sama geogel nao
Pengguna Google,1,2018-10-14 11:59:31,Manajemennya saat banyak calon penumpang kurang baik,manajemennya saat banyak calon penumpang kurang baik
Pengguna Google,3,2018-10-06 21:37:43,Di update teros tak kei jempol full budhe,di update teros tak kei jempol full budhe
Pengguna Google,5,2018-10-05 12:22:42,jos,jos
Pengguna Google,5,2018-10-04 22:19:15,"sangat membantu untuk mengurangi kemacetan, sayamg armadanya kurang,",sangat membantu untuk mengurangi kemacetan sayamg armadanya kurang
Pengguna Google,5,2018-10-04 22:14:16,Di tunggu pengembangan yang lebih baik lagi,di tunggu pengembangan yang lebih baik lagi
Pengguna Google,5,2018-10-04 22:01:58,Jika anda bingung menyusuri kota Surabaya tapi tidak tahu menggunakan kendaraan apa maka cobalah menaiki BusSuroboyo ini.,jika anda bingung menyusuri kota surabaya tapi tidak tahu menggunakan kendaraan apa maka cobalah menaiki bussuroboyo ini
Pengguna Google,4,2018-10-04 13:31:31,Kalau untuk warga ktp non sby gmn min? Apakah bsa,kalau untuk warga ktp non sby gmn min apakah bsa
Pengguna Google,5,2018-10-04 09:43:35,Suka,suka
Pengguna Google,5,2018-10-01 23:33:09,Aplikasi keren. Bisa tracking Suroboyo Bus. Dilengkapi dengan rute-rute transportasi umum di Surabaya serta tempat-tempat wisata di Surabaya,aplikasi keren bisa tracking suroboyo bus dilengkapi dengan rute rute transportasi umum di surabaya serta tempat tempat wisata di surabaya
Pengguna Google,5,2018-09-28 20:13:14,Bis e kesuweeeeeennnnn,bis e kesuweeeeeennnnn
Pengguna Google,1,2018-09-24 11:05:02,Jelek,jelek
Pengguna Google,3,2018-09-22 16:14:56,"Mau ngasih masukan : Bilamana bus surabaya sudah penuh , tolong dikasih info di aplikasi agak penumpang bisa tahu. Kejadian kepada saya udah menunggu lama terus bus nya penuh dan saya tidak diperbolehkan naik... Sukses Buat soroboyobus",mau ngasih masukan bilamana bus surabaya sudah penuh tolong dikasih info di aplikasi agak penumpang bisa tahu kejadian kepada saya udah menunggu lama terus bus nya penuh dan saya tidak diperbolehkan naik sukses buat soroboyobus
Pengguna Google,1,2018-09-19 07:12:41,"Ini buat apa aplikasi nya? Lihat jalur aja? Gak informatif, jadwal juga dimana? Harga juga gak ada. Gak ada bantu2 nya nih apps. Kalo jalur mah liat di IG aslisurabaya juga ada LoL",ini buat apa aplikasi nya lihat jalur aja gak informatif jadwal juga dimana harga juga gak ada gak ada bantu nya nih apps kalo jalur mah liat di ig aslisurabaya juga ada lol
Pengguna Google,5,2018-09-17 13:48:52,Good,good
Pengguna Google,5,2018-09-16 10:22:59,Sangat membantu terima kasih..,sangat membantu terima kasih
Pengguna Google,5,2018-09-15 16:56:05,"Siapa pun tlg ksh tau aku gmn caranya pake aplikasi ini.. hub id line = ernymay1151 makasih🙏, sumpah aku g tau caranya 😭",siapa pun tlg ksh tau aku gmn caranya pake aplikasi ini hub id line ernymay makasih sumpah aku g tau caranya
Pengguna Google,5,2018-09-15 16:49:06,Sangat ideal,sangat ideal
Pengguna Google,5,2018-09-11 10:37:24,Update jalur nya beda ya buat Unesa dan ITS. Malah itu jalurnya Purabaya gt. Nunggu nya jadi lama gak jelas. Update lagi dong,update jalur nya beda ya buat unesa dan its malah itu jalurnya purabaya gt nunggu nya jadi lama gak jelas update lagi dong
Pengguna Google,4,2018-09-10 17:01:16,Mantab,mantab
Pengguna Google,5,2018-09-10 16:43:52,Ditunggu tracking rute barat timur,ditunggu tracking rute barat timur
Pengguna Google,4,2018-09-10 05:33:23,"Aplikasinya uda bagus, hampir sama sprti Flightradar24. Utk AKURASI POSISI BIS dan JENIS BIS mohon ditingkatkan lagi biar setara Flightradar24. Jadi kalo nunggu bis enak bisa tau posisi bisnya secara presisi dan jenis bisnya ap? bis tingkat atau bukan? Biar setara flightradar24 gitu lah..",aplikasinya uda bagus hampir sama sprti flightradar utk akurasi posisi bis dan jenis bis mohon ditingkatkan lagi biar setara flightradar jadi kalo nunggu bis enak bisa tau posisi bisnya secara presisi dan jenis bisnya ap bis tingkat atau bukan biar setara flightradar gitu lah
Pengguna Google,2,2018-09-08 14:07:27,Tidak responsif aplikasinya ... Lama connect ke GPS-nya ...,tidak responsif aplikasinya lama connect ke gps nya
Pengguna Google,5,2018-09-08 13:39:00,Yes,yes
Pengguna Google,2,2018-09-08 10:08:34,Sejak saya perbarui app nya ... Jadi g akurat map nya ... Bus arah unesa masuk ke rute bus arah purabaya ... Yang arah purabaya malah g kelihatan,sejak saya perbarui app nya jadi g akurat map nya bus arah unesa masuk ke rute bus arah purabaya yang arah purabaya malah g kelihatan
Pengguna Google,1,2018-09-07 16:09:38,Busnya yang rute UNESA ITS gak kelihatan,busnya yang rute unesa its gak kelihatan
Pengguna Google,4,2018-09-05 22:23:26,Bagaimana cara membedakan bus non hd mercy (bis merah) dg bus SDD oc500rf min.??? Bila melihat dri gps bus terdekat..,bagaimana cara membedakan bus non hd mercy bis merah dg bus sdd oc rf min bila melihat dri gps bus terdekat
Pengguna Google,5,2018-09-02 04:06:18,Smakin maju surabayaq,smakin maju surabayaq
Pengguna Google,1,2018-09-01 15:41:53,"Jadwal yang katanya sampai malam, namun waktu saya ke halte Purabaya pukul 8. Bus sudah tidak ada. Di aplikasi ada bus padahal. Aplikasi gak ada alat bantunya",jadwal yang katanya sampai malam namun waktu saya ke halte purabaya pukul bus sudah tidak ada di aplikasi ada bus padahal aplikasi gak ada alat bantunya
Pengguna Google,4,2018-08-19 06:43:08,"Sangat informatif bagi warga surabaya khususnya pendatang dan wisatawan 
jadi tau moda transportasi umum. Namun lebih baik lagi disertakan info soal 
tarif masing2 amgkutan umum agar kita lebih tau soal biaya dan estimasi 
pengeluaran. Maju terus suroboyoku",sangat informatif bagi warga surabaya khususnya pendatang dan wisatawan jadi tau moda transportasi umum namun lebih baik lagi disertakan info soal tarif masing amgkutan umum agar kita lebih tau soal biaya dan estimasi pengeluaran maju terus suroboyoku
Pengguna Google,4,2018-08-15 13:12:07,Nice,nice
Pengguna Google,5,2018-08-15 08:46:11,Mantap,mantap
Pengguna Google,5,2018-08-14 09:20:27,Sayang terlalu lama nunggu armadanya..,sayang terlalu lama nunggu armadanya
Pengguna Google,5,2018-07-23 23:29:26,terimakasih untuk wali kota Surabaya yaitu bu tri risma harini ❤,terimakasih untuk wali kota surabaya yaitu bu tri risma harini
Pengguna Google,3,2018-07-08 22:06:46,Titik bus masih belup update. Jadi Penumpang harus menunggu,titik bus masih belup update jadi penumpang harus menunggu
Pengguna Google,5,2018-07-07 05:27:08,Memuaskan Sekali. Terima kasih,memuaskan sekali terima kasih
Pengguna Google,5,2018-07-06 20:58:11,Terus perkembangkan Surabaya untuk lebih maju lagi dari negara lain,terus perkembangkan surabaya untuk lebih maju lagi dari negara lain
Pengguna Google,5,2018-07-05 16:57:37,Senan,senan
Pengguna Google,5,2018-07-01 11:35:05,"sipp banget.udah berkali kali naik bus ini.mungkin bus nya harus d tambah 
lg😘",sipp banget udah berkali kali naik bus ini mungkin bus nya harus d tambah lg
